id,query,reply,reply_sort,label,query_cut,reply_cut
2873,什么情况嘛,在家里躺了一天,3,0,什么 情况 嘛,在 家里 躺 了 一天
2873,什么情况嘛,你也是嘛,4,0,什么 情况 嘛,你 也 是 嘛
2874,普通装修，现在出租呢,好的，我看一下现在均价然后回复您,0,0,普通 装修 ， 现在 出租 呢,好 的 ， 我 看 一下 现在 均价 然后 回复 您
2874,普通装修，现在出租呢,刚才看了一下，那边均价一万五六这块了，您考虑卖多少钱。可以给您登记多少，然后有客户推着点,1,0,普通 装修 ， 现在 出租 呢,刚才 看 了 一下 ， 那边 均价 一万 五六 这块 了 ， 您 考虑 卖 多少 钱 。 可以 给 您 登记 多少 ， 然后 有 客户 推着 点
2874,普通装修，现在出租呢,咱房子过几年了呢,2,0,普通 装修 ， 现在 出租 呢,咱 房子 过 几年 了 呢
2874,普通装修，现在出租呢,您这边心里价位多少呢,3,0,普通 装修 ， 现在 出租 呢,您 这边 心里 价位 多少 呢
2874,普通装修，现在出租呢,可以按您的心里价位先去卖，有客户先推着点,4,0,普通 装修 ， 现在 出租 呢,可以 按 您 的 心里 价位 先去 卖 ， 有 客户 先 推着 点
2875,看过啊  每周末都在看房子,号码也不给,0,0,看过 啊     每 周末 都 在 看 房子,号码 也 不 给
2875,看过啊  每周末都在看房子,你又不是跟我看的,1,0,看过 啊     每 周末 都 在 看 房子,你 又 不是 跟 我 看 的
2875,看过啊  每周末都在看房子,😫😫😫😫😫,2,0,看过 啊     每 周末 都 在 看 房子,😫 😫 😫 😫 😫
2876,19年买入的？,是的！,0,1,19 年 买入 的 ？,是 的 ！
2876,19年买入的？,房东这边卖了买,1,0,19 年 买入 的 ？,房东 这边 卖 了 买
2876,19年买入的？,学区未用,2,0,19 年 买入 的 ？,学区 未 用
2876,19年买入的？,看上其他房源了,3,0,19 年 买入 的 ？,看 上 其他 房源 了
2876,19年买入的？,是的,4,0,19 年 买入 的 ？,是 的
2877,你们这边能优惠多少钱呐？,哦，因为我们的规定要满一个小时 ，您可以去看看,0,0,你们 这边 能 优惠 多少 钱 呐 ？,哦 ， 因为 我们 的 规定 要 满 一个 小时   ， 您 可以 去 看看
2877,你们这边能优惠多少钱呐？,如果您考虑一手房，可以留个信息给我,1,0,你们 这边 能 优惠 多少 钱 呐 ？,如果 您 考虑 一手 房 ， 可以 留个 信息 给 我
2877,你们这边能优惠多少钱呐？,没有啊，一手房客户不用出中介费,2,0,你们 这边 能 优惠 多少 钱 呐 ？,没有 啊 ， 一手 房 客户 不用 出 中介费
2878,但都靠近马路,您这边明天有时间么，带您实地看一下房子，3楼不临马路,0,1,但 都 靠近 马路,您 这边 明天 有 时间 么 ， 带 您 实地 看 一下 房子 ， 3 楼不临 马路
2878,但都靠近马路,这套是10楼的,1,0,但 都 靠近 马路,这套 是 10 楼 的
2878,但都靠近马路,有钥匙,2,0,但 都 靠近 马路,有 钥匙
2879,最低多少钱能卖？,中间,0,0,最低 多少 钱能 卖 ？,中间
2879,最低多少钱能卖？,不满2,1,0,最低 多少 钱能 卖 ？,不满 2
2879,最低多少钱能卖？,我打电话问下,2,0,最低 多少 钱能 卖 ？,我 打电话 问 下
2880,是南北通透户型吗,中间楼层 15层到顶的 中上 好楼层,0,0,是 南北 通透 户型 吗,中间 楼层   15 层到 顶 的   中 上   好 楼层
2880,是南北通透户型吗,对 实际房子图片,1,0,是 南北 通透 户型 吗,对   实际 房子 图片
2880,是南北通透户型吗,中上 ,2,0,是 南北 通透 户型 吗,中 上  
2880,是南北通透户型吗,可以带您看看房 ,3,0,是 南北 通透 户型 吗,可以 带 您 看看 房  
2880,是南北通透户型吗,您这边是首套还是二套啊,4,0,是 南北 通透 户型 吗,您 这边 是 首套 还是 二套 啊
2881,晚上现在好看房子么,现在吗,0,0,晚上 现在 好看 房子 么,现在 吗
2881,晚上现在好看房子么,我问下,1,0,晚上 现在 好看 房子 么,我 问下
2881,晚上现在好看房子么,可以看的 姐,2,0,晚上 现在 好看 房子 么,可以 看 的   姐
2882,这套房子能谈价不？,您好,0,0,这套 房子 能 谈价 不 ？,您好
2882,这套房子能谈价不？,价格基本谈不了多少了,1,1,这套 房子 能 谈价 不 ？,价格 基本 谈 不了 多少 了
2882,这套房子能谈价不？,您好,2,0,这套 房子 能 谈价 不 ？,您好
2883,可以看看吗,嗯嗯，那个业主他女儿在协和医院上班，要用这个房子隔离用，所以不确定什么时候能卖,0,0,可以 看看 吗,嗯 嗯 ， 那个 业主 他 女儿 在 协和医院 上班 ， 要 用 这个 房子 隔离 用 ， 所以 不 确定 什么 时候 能卖
2883,可以看看吗,户型是对的,1,0,可以 看看 吗,户型 是 对 的
2883,可以看看吗,嗯嗯，差不多，这个是中间单元的户型,2,0,可以 看看 吗,嗯 嗯 ， 差不多 ， 这个 是 中间 单元 的 户型
2884,装修家具不怎么样倒是,家具家电没说带，到时候不要也行，想要可以给他谈,0,1,装修 家具 不怎么样 倒 是,家具 家电 没说 带 ， 到时候 不要 也 行 ， 想要 可以 给 他 谈
2884,装修家具不怎么样倒是,好的,1,0,装修 家具 不怎么样 倒 是,好 的
2884,装修家具不怎么样倒是,水榭的也可以吧？,2,0,装修 家具 不怎么样 倒 是,水榭 的 也 可以 吧 ？
2884,装修家具不怎么样倒是,一块给您多找几套看看，对比一下,3,0,装修 家具 不怎么样 倒 是,一块 给 您 多 找 几套 看看 ， 对比 一下
2884,装修家具不怎么样倒是,2010年左右交的房吧,4,0,装修 家具 不怎么样 倒 是,2010 年 左右 交 的 房 吧
2885,在什么位置,这套房源还在,0,0,在 什么 位置,这 套房 源 还 在
2885,在什么位置,105栋的,1,1,在 什么 位置,105 栋 的
2885,在什么位置,安埠南区 4楼东西 首付13万 使用46米 无大税,2,0,在 什么 位置,安埠 南区   4 楼 东西   首付 13 万   使用 46 米   无大税
2886,是最东户吗？证过几了,单价九千左右,0,0,是 最 东户 吗 ？ 证过 几 了,单价 九千 左右
2886,是最东户吗？证过几了,西站商圈,1,0,是 最 东户 吗 ？ 证过 几 了,西站 商圈
2886,是最东户吗？证过几了,富民大街与乙三路交汇,2,0,是 最 东户 吗 ？ 证过 几 了,富民 大街 与 乙 三路 交汇
2886,是最东户吗？证过几了,地铁2号线，以通车，六号线正在修，青怡坊商圈就在西站，周边有很多大地产再建,3,0,是 最 东户 吗 ？ 证过 几 了,地铁 2 号线 ， 以 通车 ， 六号 线 正在 修 ， 青怡坊 商圈 就 在 西站 ， 周边 有 很多 大 地产 再建
2886,是最东户吗？证过几了,方便留个联系方式吗？有时间可以实地看房。,4,0,是 最 东户 吗 ？ 证过 几 了,方便 留个 联系方式 吗 ？ 有 时间 可以 实地 看房 。
2887,大型配套有吗,配套应有尽有,0,1,大型 配套 有 吗,配套 应有尽有
2887,大型配套有吗,有时间可以过来了解一下,1,1,大型 配套 有 吗,有 时间 可以 过来 了解 一下
2887,大型配套有吗,?,2,0,大型 配套 有 吗,?
2888,有大税吗,有的 明年七月份过两年,0,1,有大税 吗,有 的   明年 七月份 过 两年
2888,有大税吗,业主诚意卖可以配合过两年,1,0,有大税 吗,业主 诚意 卖 可以 配合 过 两年
2888,有大税吗,现在中环以内有一个二楼的两室,2,0,有大税 吗,现在 中环 以内 有 一个 二楼 的 两室
2888,有大税吗,出小区门口就是地铁站,3,0,有大税 吗,出 小区 门口 就是 地铁站
2888,有大税吗,您可以看一下这个 也是私产,4,0,有大税 吗,您 可以 看 一下 这个   也 是 私产
2889,可看吗,业主还在装修，弄好了会放钥匙给我私人保管,0,1,可看 吗,业主 还 在 装修 ， 弄 好 了 会 放 钥匙 给 我 私人 保管
2889,可看吗,到时候我通知您嘛,1,0,可看 吗,到时候 我 通知 您 嘛
2889,可看吗,？,2,0,可看 吗,？
2890,您好，请问这个房子周边有哪些学校？,这边对口的是四小,0,1,您好 ， 请问 这个 房子 周边 有 哪些 学校 ？,这边 对口 的 是 四 小
2890,您好，请问这个房子周边有哪些学校？,初中是二初,1,0,您好 ， 请问 这个 房子 周边 有 哪些 学校 ？,初中 是 二初
2890,您好，请问这个房子周边有哪些学校？,这个房子是中间楼层，产证满五唯一，税费低,2,0,您好 ， 请问 这个 房子 周边 有 哪些 学校 ？,这个 房子 是 中间 楼层 ， 产证 满五 唯一 ， 税费 低
2891,确定能看嘛,您这样，租客这边确实不太好协调，但是我们认识了很长时间了，还是有些基础的，我争取一下,0,0,确定 能 看 嘛,您 这样 ， 租客 这边 确实 不太好 协调 ， 但是 我们 认识 了 很 长时间 了 ， 还是 有些 基础 的 ， 我 争取 一下
2891,确定能看嘛,要给您说了能看，，我这边肯定确定好，不会放您鸽子,1,0,确定 能 看 嘛,要 给 您 说 了 能 看 ， ， 我 这边 肯定 确定 好 ， 不会 放 您 鸽子
2891,确定能看嘛,到时您别放我鸽子就行😁,2,0,确定 能 看 嘛,到 时 您 别放 我 鸽子 就行 😁
2892,这套房子可以看吗,可以看的,0,1,这套 房子 可以 看 吗,可以 看 的
2892,这套房子可以看吗,好的,1,0,这套 房子 可以 看 吗,好 的
2892,这套房子可以看吗,挺多的,2,0,这套 房子 可以 看 吗,挺 多 的
2893,满两年算下来，多少能买成,看您付款方式了,0,0,满 两年 算下来 ， 多少 能买成,看 您 付款 方式 了
2893,满两年算下来，多少能买成,40.2万,1,1,满 两年 算下来 ， 多少 能买成,40.2 万
2893,满两年算下来，多少能买成,2.5,2,0,满 两年 算下来 ， 多少 能买成,2.5
2893,满两年算下来，多少能买成,可以,3,0,满 两年 算下来 ， 多少 能买成,可以
2893,满两年算下来，多少能买成,差不多，业主很配合,4,0,满 两年 算下来 ， 多少 能买成,差不多 ， 业主 很 配合
2894,这个房子是几期的呢,三期,0,1,这个 房子 是 几期 的 呢,三期
2894,这个房子是几期的呢,是在是非常不好意思啊，我刚才在开会,1,0,这个 房子 是 几期 的 呢,是 在 是 非常 不好意思 啊 ， 我 刚才 在 开会
2894,这个房子是几期的呢,这个房子的话之前是租给包租公司了,2,0,这个 房子 是 几期 的 呢,这个 房子 的话 之前 是 租给 包租 公司 了
2894,这个房子是几期的呢,现在的话拿到钥匙了才去拍照,3,0,这个 房子 是 几期 的 呢,现在 的话 拿到 钥匙 了 才 去 拍照
2894,这个房子是几期的呢,是的不临街而且比较安静,4,0,这个 房子 是 几期 的 呢,是 的 不 临街 而且 比较 安静
2895,您好，请问这个房子周边有哪些学校,晚上好,0,0,您好 ， 请问 这个 房子 周边 有 哪些 学校,晚上 好
2895,您好，请问这个房子周边有哪些学校,这个小区读外国语集美分校,1,1,您好 ， 请问 这个 房子 周边 有 哪些 学校,这个 小区 读 外国语 集美 分校
2895,您好，请问这个房子周边有哪些学校,这套是精装修两房的,2,0,您好 ， 请问 这个 房子 周边 有 哪些 学校,这套 是 精装修 两房 的
2895,您好，请问这个房子周边有哪些学校,目前是整个小区总价最低的一套?,3,0,您好 ， 请问 这个 房子 周边 有 哪些 学校,目前 是 整个 小区 总价 最低 的 一套 ?
2895,您好，请问这个房子周边有哪些学校,您之前有看过这边的房子吗,4,0,您好 ， 请问 这个 房子 周边 有 哪些 学校,您 之前 有 看过 这边 的 房子 吗
2896,可以看看房吗,可以，您几点,0,1,可以 看看 房 吗,可以 ， 您 几点
2896,可以看看房吗,周二几点我约业主时间,1,1,可以 看看 房 吗,周二 几点 我 约 业主 时间
2896,可以看看房吗,好的，约好了回复您,2,0,可以 看看 房 吗,好 的 ， 约 好 了 回复 您
2897,什么时候能够看房呢？,您好,0,0,什么 时候 能够 看房 呢 ？,您好
2897,什么时候能够看房呢？,有的,1,0,什么 时候 能够 看房 呢 ？,有 的
2897,什么时候能够看房呢？,您好,2,0,什么 时候 能够 看房 呢 ？,您好
2898,靠路吗,这几年基本都没有什么变化，,0,0,靠路 吗,这 几年 基本 都 没有 什么 变化 ，
2898,靠路吗,房子是三期的，靠近浦建路，不过1房很安静，房间跟客厅都是朝南，朝小区里面。,1,1,靠路 吗,房子 是 三期 的 ， 靠近 浦 建路 ， 不过 1 房 很 安静 ， 房间 跟 客厅 都 是 朝南 ， 朝 小区 里面 。
2898,靠路吗,浦建路是在房子的北边,2,0,靠路 吗,浦 建路 是 在 房子 的 北边
2899,有大税是吧,对，一个5.3的大税,0,1,有大税 是 吧,对 ， 一个 5.3 的 大税
2899,有大税是吧,还有一个点的个税,1,0,有大税 是 吧,还有 一个点 的 个 税
2899,有大税是吧,契税新房二手都有的,2,0,有大税 是 吧,契税 新房 二手 都 有 的
2899,有大税是吧,是的,3,0,有大税 是 吧,是 的
2899,有大税是吧,您预算多少,4,0,有大税 是 吧,您 预算 多少
2900,临街不，多少钱,有点临街。169万。88平。朝南,0,1,临街 不 ， 多少 钱,有点 临街 。 169 万 。 88 平 。 朝南
2900,临街不，多少钱,一个下穿，还不算吵,1,0,临街 不 ， 多少 钱,一个 下 穿 ， 还 不算 吵
2900,临街不，多少钱,有隔音窗,2,0,临街 不 ， 多少 钱,有 隔音窗
2901,好的这房子装修怎么样啊？,房子刚挂出来，说是精装修，但都没去看过,0,1,好 的 这 房子 装修 怎么样 啊 ？,房子 刚挂 出来 ， 说 是 精装修 ， 但 都 没 去 看过
2901,好的这房子装修怎么样啊？,要不您留个联系方式,1,0,好 的 这 房子 装修 怎么样 啊 ？,要 不 您 留个 联系方式
2901,好的这房子装修怎么样啊？,房子我们拍了照片我发您呢,2,0,好 的 这 房子 装修 怎么样 啊 ？,房子 我们 拍 了 照片 我发 您 呢
2901,好的这房子装修怎么样啊？,或者加您一个微信呢,3,0,好 的 这 房子 装修 怎么样 啊 ？,或者 加 您 一个 微信 呢
2901,好的这房子装修怎么样啊？,照片还没去拍呢，等拍了第一时间发您,4,0,好 的 这 房子 装修 怎么样 啊 ？,照片 还 没 去 拍 呢 ， 等 拍 了 第一 时间 发 您
2902,什么时候能够看房呢？,您好,0,0,什么 时候 能够 看房 呢 ？,您好
2902,什么时候能够看房呢？,😊,1,0,什么 时候 能够 看房 呢 ？,😊
2902,什么时候能够看房呢？,您好，还在的,2,0,什么 时候 能够 看房 呢 ？,您好 ， 还 在 的
2903,二期是吗,是的,0,1,二期 是 吗,是 的
2903,二期是吗,二期的,1,1,二期 是 吗,二期 的
2903,二期是吗,好的，您几点钟有时间,2,0,二期 是 吗,好 的 ， 您 几点钟 有 时间
2904,您好，想了解一下周边的房子，预算在200万左右，2室60到90平米。,现在没房源,0,0,您好 ， 想 了解 一下 周边 的 房子 ， 预算 在 200 万左右 ， 2 室 60 到 90 平米 。,现在 没 房源
2904,您好，想了解一下周边的房子，预算在200万左右，2室60到90平米。,最早也得到明年中旬,1,0,您好 ， 想 了解 一下 周边 的 房子 ， 预算 在 200 万左右 ， 2 室 60 到 90 平米 。,最早 也 得到 明年 中旬
2904,您好，想了解一下周边的房子，预算在200万左右，2室60到90平米。,滨河家园,2,0,您好 ， 想 了解 一下 周边 的 房子 ， 预算 在 200 万左右 ， 2 室 60 到 90 平米 。,滨河 家园
2904,您好，想了解一下周边的房子，预算在200万左右，2室60到90平米。,西边？,3,0,您好 ， 想 了解 一下 周边 的 房子 ， 预算 在 200 万左右 ， 2 室 60 到 90 平米 。,西边 ？
2904,您好，想了解一下周边的房子，预算在200万左右，2室60到90平米。,西边没啥了呀,4,0,您好 ， 想 了解 一下 周边 的 房子 ， 预算 在 200 万左右 ， 2 室 60 到 90 平米 。,西边 没 啥 了 呀
2905,这一套能不能看，几栋的。,跟进写的看不了,0,0,这 一套 能 不能 看 ， 几栋 的 。,跟进 写 的 看 不了
2905,这一套能不能看，几栋的。,接受价格才给看,1,0,这 一套 能 不能 看 ， 几栋 的 。,接受 价格 才 给 看
2905,这一套能不能看，几栋的。,900万也不用看了吧,2,0,这 一套 能 不能 看 ， 几栋 的 。,900 万 也 不用 看 了 吧
2906,那什么时候，满两年,那个7楼的,0,0,那 什么 时候 ， 满 两年,那个 7 楼 的
2906,那什么时候，满两年,大概就是10月底,1,1,那 什么 时候 ， 满 两年,大概 就是 10 月底
2906,那什么时候，满两年,11月初,2,1,那 什么 时候 ， 满 两年,11 月初
2906,那什么时候，满两年,对呀,3,0,那 什么 时候 ， 满 两年,对 呀
2906,那什么时候，满两年,您稍等,4,0,那 什么 时候 ， 满 两年,您 稍 等
2907,现在约了几套能看的,航华四村370万的还在等消息,0,0,现在 约 了 几套 能 看 的,航华四村 370 万 的 还 在 等 消息
2907,现在约了几套能看的,我去春晖小区接你可以吗,1,0,现在 约 了 几套 能 看 的,我 去 春晖 小区 接 你 可以 吗
2907,现在约了几套能看的,你们几个人呢,2,0,现在 约 了 几套 能 看 的,你们 几个 人 呢
2908,我又想在我们小区看套三的房子,可以啊,0,0,我 又 想 在 我们 小区 看套 三 的 房子,可以 啊
2908,我又想在我们小区看套三的房子,这个要3点以后看,1,0,我 又 想 在 我们 小区 看套 三 的 房子,这个 要 3 点 以后 看
2908,我又想在我们小区看套三的房子,小朋友在睡觉,2,0,我 又 想 在 我们 小区 看套 三 的 房子,小朋友 在 睡觉
2909,您好，请问这个户型有啥优缺点,这这套房子在26楼,0,0,您好 ， 请问 这个 户型 有 啥 优缺点,这 这套 房子 在 26 楼
2909,您好，请问这个户型有啥优缺点,您有时间来看看吗？,1,0,您好 ， 请问 这个 户型 有 啥 优缺点,您 有 时间 来 看看 吗 ？
2909,您好，请问这个户型有啥优缺点,目前是房东自住的，装修保养不错,2,0,您好 ， 请问 这个 户型 有 啥 优缺点,目前 是 房东 自住 的 ， 装修 保养 不错
2910,124这个能便宜吗,124目前是到手的价格,0,0,124 这个 能 便宜 吗,124 目前 是 到手 的 价格
2910,124这个能便宜吗,最多能谈一两万吧差不多,1,1,124 这个 能 便宜 吗,最多能 谈 一两万 吧 差不多
2910,124这个能便宜吗,三室精装就228那一套,2,0,124 这个 能 便宜 吗,三室 精装 就 228 那 一套
2911,还有空间吗,可以谈谈的，业主很诚心,0,1,还有 空间 吗,可以 谈谈 的 ， 业主 很 诚心
2911,还有空间吗,您有时间我带您实地看下房子,1,0,还有 空间 吗,您 有 时间 我 带 您 实地 看 下 房子
2911,还有空间吗,方便留个联系方式！我加下您的微信,2,0,还有 空间 吗,方便 留个 联系方式 ！ 我加 下 您 的 微信
2912,您好，请问这个户型有啥优缺点,这个唯一的缺点就是公寓,0,1,您好 ， 请问 这个 户型 有 啥 优缺点,这个 唯一 的 缺点 就是 公寓
2912,您好，请问这个户型有啥优缺点,公寓有个大税,1,1,您好 ， 请问 这个 户型 有 啥 优缺点,公寓 有个 大税
2912,您好，请问这个户型有啥优缺点,对的 但是能和房主谈,2,0,您好 ， 请问 这个 户型 有 啥 优缺点,对 的   但是 能 和 房主 谈
2912,您好，请问这个户型有啥优缺点,公寓式是成交价的16.3,3,0,您好 ， 请问 这个 户型 有 啥 优缺点,公寓式 是 成交价 的 16.3
2912,您好，请问这个户型有啥优缺点,有的。,4,0,您好 ， 请问 这个 户型 有 啥 优缺点,有 的 。
2913,看房方便吗,可以的,0,1,看房 方便 吗,可以 的
2913,看房方便吗,你要去看看这个房子嘛,1,0,看房 方便 吗,你 要 去 看看 这个 房子 嘛
2913,看房方便吗,您好，您之前咨询的房源户型很优质，您有时间去看看吗？,2,0,看房 方便 吗,您好 ， 您 之前 咨询 的 房源 户型 很 优质 ， 您 有 时间 去 看看 吗 ？
2914,现在底价多少,底价差不多在430,0,1,现在 底价 多少,底价 差不多 在 430
2914,现在底价多少,户口希望留20万,1,0,现在 底价 多少,户口 希望 留 20 万
2914,现在底价多少,这个跟业主也反馈过了，说是可以在协商,2,1,现在 底价 多少,这个 跟 业主 也 反馈 过 了 ， 说 是 可以 在 协商
2915,这套房源价格还有优惠空间吗？,您好,0,0,这 套房 源 价格 还有 优惠 空间 吗 ？,您好
2915,这套房源价格还有优惠空间吗？,有的,1,1,这 套房 源 价格 还有 优惠 空间 吗 ？,有 的
2915,这套房源价格还有优惠空间吗？,具体看中了价格可以谈,2,1,这 套房 源 价格 还有 优惠 空间 吗 ？,具体 看中 了 价格 可以 谈
2916,刚刚看了下装修，还是深色地板和家具,之前主家一家都住在这里,0,0,刚刚 看 了 下 装修 ， 还是 深色 地板 和 家具,之前 主 家 一家 都 住 在 这里
2916,刚刚看了下装修，还是深色地板和家具,按当时的潮流来装的,1,0,刚刚 看 了 下 装修 ， 还是 深色 地板 和 家具,按 当时 的 潮流 来装 的
2916,刚刚看了下装修，还是深色地板和家具,这也有一一二十年了,2,0,刚刚 看 了 下 装修 ， 还是 深色 地板 和 家具,这 也 有 一 一二十年 了
2916,刚刚看了下装修，还是深色地板和家具,你要是买的话，他这么便宜，你再花个20来万，重新装修一下非常好做,3,0,刚刚 看 了 下 装修 ， 还是 深色 地板 和 家具,你 要是 买 的话 ， 他 这么 便宜 ， 你 再 花个 20 来 万 ， 重新 装修 一下 非常 好 做
2916,刚刚看了下装修，还是深色地板和家具,住,4,0,刚刚 看 了 下 装修 ， 还是 深色 地板 和 家具,住
2917,前面没有楼层遮挡吗,装修的,0,0,前面 没有 楼层 遮挡 吗,装修 的
2917,前面没有楼层遮挡吗,你出租一下，这边100平的2800-3000,1,0,前面 没有 楼层 遮挡 吗,你 出租 一下 ， 这边 100 平 的 2800 - 3000
2917,前面没有楼层遮挡吗,硬装可以，上次我带了一个客户去问,2,0,前面 没有 楼层 遮挡 吗,硬装 可以 ， 上次 我 带 了 一个 客户 去 问
2917,前面没有楼层遮挡吗,硬装?柜,3,0,前面 没有 楼层 遮挡 吗,硬装 ? 柜
2917,前面没有楼层遮挡吗,自己配点家电家具,4,0,前面 没有 楼层 遮挡 吗,自己 配点 家电 家具
2918,9号楼会不会堵采光,不会的,0,1,9 号 楼会 不会 堵 采光,不会 的
2918,9号楼会不会堵采光,我5号楼目前没有合适的,1,0,9 号 楼会 不会 堵 采光,我 5 号楼 目前 没有 合适 的
2918,9号楼会不会堵采光,118的可以不？,2,0,9 号 楼会 不会 堵 采光,118 的 可以 不 ？
2918,9号楼会不会堵采光,你要不先看看房子吧，这个价格确实便宜着呢,3,0,9 号 楼会 不会 堵 采光,你 要 不 先 看看 房子 吧 ， 这个 价格 确实 便宜 着 呢
2918,9号楼会不会堵采光,你在哪呢？,4,0,9 号 楼会 不会 堵 采光,你 在 哪 呢 ？
2919,您好，这房还有税吗,这边我带您线上看一下房,0,0,您好 ， 这房 还有 税 吗,这边 我 带 您 线 上 看 一下 房
2919,您好，这房还有税吗,您这边点进来一下,1,0,您好 ， 这房 还有 税 吗,您 这边 点 进来 一下
2919,您好，这房还有税吗,您这边可以进来,2,0,您好 ， 这房 还有 税 吗,您 这边 可以 进来
2919,您好，这房还有税吗,可以的,3,0,您好 ， 这房 还有 税 吗,可以 的
2919,您好，这房还有税吗,您这边重新进入一下，我这边给您讲一下情况,4,0,您好 ， 这房 还有 税 吗,您 这边 重新 进入 一下 ， 我 这边 给 您 讲 一下 情况
2920,装修都是老式装修了，但是家具啥的都是齐全,请问您考虑多大面积的,0,0,装修 都 是 老式 装修 了 ， 但是 家具 啥 的 都 是 齐全,请问 您 考虑 多 大面积 的
2920,装修都是老式装修了，但是家具啥的都是齐全,您可以先把房子报上，卖房也不是一天两天的事,1,0,装修 都 是 老式 装修 了 ， 但是 家具 啥 的 都 是 齐全,您 可以 先 把 房子 报上 ， 卖房 也 不是 一天两天 的 事
2920,装修都是老式装修了，但是家具啥的都是齐全,对呀,2,0,装修 都 是 老式 装修 了 ， 但是 家具 啥 的 都 是 齐全,对 呀
2920,装修都是老式装修了，但是家具啥的都是齐全,所以才降价,3,0,装修 都 是 老式 装修 了 ， 但是 家具 啥 的 都 是 齐全,所以 才 降价
2920,装修都是老式装修了，但是家具啥的都是齐全,麻烦点下同意，我打电话和您说,4,0,装修 都 是 老式 装修 了 ， 但是 家具 啥 的 都 是 齐全,麻烦 点下 同意 ， 我 打电话 和 您 说
2921,在哪个位置,但是没有满2年,0,0,在 哪个 位置,但是 没有 满 2 年
2921,在哪个位置,在康熙路,1,1,在 哪个 位置,在 康熙 路
2921,在哪个位置,枫尚领域哪里,2,0,在 哪个 位置,枫尚 领域 哪里
2922,家具家电能不要吗,可以和房东协商呢,0,1,家具 家电 能 不要 吗,可以 和 房东 协商 呢
2922,家具家电能不要吗,比起房子，家具家电还是小物件,1,1,家具 家电 能 不要 吗,比起 房子 ， 家具 家电 还是 小 物件
2922,家具家电能不要吗,可以先来实地看看房子,2,0,家具 家电 能 不要 吗,可以 先 来 实地 看看 房子
2922,家具家电能不要吗,可以给我留个联系方式,3,0,家具 家电 能 不要 吗,可以 给 我 留个 联系方式
2922,家具家电能不要吗,咱约个时间去看看,4,0,家具 家电 能 不要 吗,咱约个 时间 去 看看
2923,这套房源价格还有优惠空间吗？,有哈,0,0,这 套房 源 价格 还有 优惠 空间 吗 ？,有哈
2923,这套房源价格还有优惠空间吗？,您好，您之前咨询的恒兴棕榈公馆小区有新上房源，不知道您是否感兴趣？,1,0,这 套房 源 价格 还有 优惠 空间 吗 ？,您好 ， 您 之前 咨询 的 恒兴 棕榈 公馆 小区 有 新 上 房源 ， 不 知道 您 是否 感兴趣 ？
2923,这套房源价格还有优惠空间吗？,您好，您之前咨询的恒兴棕榈公馆小区有新上房源，不知道您是否感兴趣？,2,0,这 套房 源 价格 还有 优惠 空间 吗 ？,您好 ， 您 之前 咨询 的 恒兴 棕榈 公馆 小区 有 新 上 房源 ， 不 知道 您 是否 感兴趣 ？
2924,这个业主底价是多少钱？,您好，这个房子也是刚刚登记，目前还有底价，业主说看好房子，价格可以聊,0,1,这个 业主 底价 是 多少 钱 ？,您好 ， 这个 房子 也 是 刚刚 登记 ， 目前 还有 底价 ， 业主 说 看好 房子 ， 价格 可以 聊
2924,这个业主底价是多少钱？,业主欠银行200万，着急卖。说不准价格会有惊喜,1,1,这个 业主 底价 是 多少 钱 ？,业主 欠 银行 200 万 ， 着急 卖 。 说 不准 价格 会 有 惊喜
2924,这个业主底价是多少钱？,不好说啊。只能是到时候帮您争了,2,0,这个 业主 底价 是 多少 钱 ？,不好 说 啊 。 只能 是 到时候 帮 您 争 了
2925,你再找几个价位差不多的发过来给我看看，去一次要好好看看。,可以,0,0,你 再 找 几个 价位 差不多 的 发过来 给 我 看看 ， 去 一次 要 好好 看看 。,可以
2925,你再找几个价位差不多的发过来给我看看，去一次要好好看看。,微信聊,1,0,你 再 找 几个 价位 差不多 的 发过来 给 我 看看 ， 去 一次 要 好好 看看 。,微信 聊
2926,可以看下嘛,嗯嗯，可以的。,0,1,可以 看下 嘛,嗯 嗯 ， 可以 的 。
2926,可以看下嘛,你好，,1,0,可以 看下 嘛,你好 ，
2926,可以看下嘛,这个房子性价比还不错那,2,0,可以 看下 嘛,这个 房子 性价比 还 不错 那
2927,毛坯？,毛坯双卫,0,1,毛坯 ？,毛坯 双卫
2927,毛坯？,金地格林小区考虑吗，,1,0,毛坯 ？,金 地 格林 小区 考虑 吗 ，
2927,毛坯？,波士顿这小区价格不便宜,2,0,毛坯 ？,波士顿 这 小区 价格 不 便宜
2927,毛坯？,你就看波士顿的大三居吧，我给找找有没有便宜的,3,0,毛坯 ？,你 就 看 波士顿 的 大三 居 吧 ， 我 给 找 找 有没有 便宜 的
2928,您好，我正在看三官堂的房子,请问有什么可以帮到您的,0,0,您好 ， 我 正在 看 三官堂 的 房子,请问 有 什么 可以 帮到 您 的
2928,您好，我正在看三官堂的房子,购房资质 钱,1,0,您好 ， 我 正在 看 三官堂 的 房子,购房 资质   钱
2928,您好，我正在看三官堂的房子,户口 社保,2,0,您好 ， 我 正在 看 三官堂 的 房子,户口   社保
2928,您好，我正在看三官堂的房子,两年,3,0,您好 ， 我 正在 看 三官堂 的 房子,两年
